NB551658:237:HCW3VBGXN:4:22411:6326:17379	NC_000002.12	82.927	41	7	0	36	76	96645978	96646018	0.019	43.7
NB551658:237:HCW3VBGXN:4:22411:6326:17379	NC_000002.12	83.333	36	6	0	39	74	44180047	44180012	0.24	39.2
NB551658:237:HCW3VBGXN:4:22411:6326:17379	NC_000002.12	95.652	23	1	0	53	75	185879496	185879474	0.83	38.3
NB551658:237:HCW3VBGXN:4:22411:6326:17379	NC_000002.12	95.455	22	1	0	55	76	6281315	6281294	2.9	36.5
NB551658:237:HCW3VBGXN:4:22411:6326:17379	NC_000002.12	95.455	22	1	0	55	76	116900418	116900439	2.9	36.5
NB551658:237:HCW3VBGXN:4:22411:6326:17379	NC_000002.12	95.455	22	1	0	55	76	150397526	150397547	2.9	36.5
NB551658:237:HCW3VBGXN:4:22411:6326:17379	NC_000002.12	95.455	22	1	0	55	76	232992571	232992550	2.9	36.5
NB551658:237:HCW3VBGXN:4:22411:6326:17379	NC_000002.12	91.667	24	2	0	53	76	25502234	25502211	2.9	35.6
NB551658:237:HCW3VBGXN:4:22411:6326:17379	NC_000002.12	91.667	24	2	0	38	61	38360696	38360673	2.9	35.6
NB551658:237:HCW3VBGXN:4:22411:6326:17379	NC_000002.12	91.667	24	2	0	51	74	40822598	40822621	2.9	35.6
NB551658:237:HCW3VBGXN:4:22411:6326:17379	NC_000002.12	87.097	31	3	1	46	76	106701722	106701693	2.9	35.6
NB551658:237:HCW3VBGXN:4:22411:6326:17379	NC_000002.12	91.667	24	2	0	53	76	145541197	145541220	2.9	35.6
NB551658:237:HCW3VBGXN:4:22411:6326:17379	NC_000002.12	92.308	26	1	1	51	76	170946002	170946026	2.9	35.6
NB551658:237:HCW3VBGXN:4:22411:6326:17379	NC_000002.12	86.207	29	4	0	31	59	214128426	214128398	2.9	35.6
NB551658:237:HCW3VBGXN:4:22411:6326:17379	NC_000012.12	92.857	28	2	0	49	76	14796704	14796677	0.019	42.8
NB551658:237:HCW3VBGXN:4:22411:6326:17379	NC_000012.12	85.294	34	5	0	43	76	48347055	48347022	0.24	40.1
NB551658:237:HCW3VBGXN:4:22411:6326:17379	NC_000012.12	95.455	22	1	0	55	76	19683028	19683049	2.9	36.5
NB551658:237:HCW3VBGXN:4:22411:6326:17379	NC_000012.12	95.455	22	1	0	53	74	78693813	78693834	2.9	36.5
NB551658:237:HCW3VBGXN:4:22411:6326:17379	NC_000012.12	88.889	27	3	0	50	76	119759676	119759650	2.9	36.5
NB551658:237:HCW3VBGXN:4:22411:6326:17379	NC_000012.12	91.667	24	2	0	53	76	62480417	62480394	2.9	35.6
NB551658:237:HCW3VBGXN:4:22411:6326:17379	NC_000012.12	100.000	19	0	0	58	76	83687721	83687703	2.9	35.6
NB551658:237:HCW3VBGXN:4:22411:6326:17379	NC_000005.10	87.879	33	4	0	41	73	113113684	113113652	0.019	42.8
NB551658:237:HCW3VBGXN:4:22411:6326:17379	NC_000005.10	83.784	37	6	0	26	62	106070234	106070198	0.068	41.0
NB551658:237:HCW3VBGXN:4:22411:6326:17379	NC_000005.10	89.286	28	3	0	49	76	113266828	113266801	0.83	38.3
NB551658:237:HCW3VBGXN:4:22411:6326:17379	NC_000005.10	86.667	30	4	0	47	76	38104011	38104040	0.83	37.4
NB551658:237:HCW3VBGXN:4:22411:6326:17379	NC_000005.10	100.000	20	0	0	55	74	52270778	52270759	0.83	37.4
NB551658:237:HCW3VBGXN:4:22411:6326:17379	NC_000005.10	92.000	25	2	0	50	74	106206846	106206822	0.83	37.4
NB551658:237:HCW3VBGXN:4:22411:6326:17379	NC_000005.10	95.455	22	1	0	54	75	25973112	25973091	2.9	36.5
NB551658:237:HCW3VBGXN:4:22411:6326:17379	NC_000005.10	95.455	22	1	0	54	75	28565597	28565576	2.9	36.5
NB551658:237:HCW3VBGXN:4:22411:6326:17379	NC_000005.10	95.455	22	1	0	53	74	44473401	44473380	2.9	36.5
NB551658:237:HCW3VBGXN:4:22411:6326:17379	NC_000005.10	95.455	22	1	0	55	76	57342291	57342312	2.9	36.5
